#,hora_local,hora_utc,cuenta,nombre,tipo,likes,reposts,respuestas,texto,url
60,2026-09-24 13:01,2026-09-24 18:01,@Horadelaverdad,La Hora de La Verdad,,5,1,0,"“No seguiremos con la Paz Total” El vicepresidente José Manuel Restrepo @jrestrp afirmó en el Council on Foreign Relations, en Nueva York, que el Gobierno no continuará con esa política porque, según dijo, “sería mostrar, otra vez, impunidad en Colombia”.",https://x.com/Horadelaverdad/status/2103183025152692399
61,2026-09-24 13:01,2026-09-24 18:01,@UltimaHoraCR,ÚltimaHoraCaracol,,9,4,3,"#Política | “¿Está la ONU cumpliendo aquellos propósitos con la eficacia que exige el mundo actual?”, preguntó el vicepresidente José Manuel Restrepo ( @jrestrp ) ante la Asamblea General de las Naciones Unides. En nombre del presidente Abelardo de la Espriella ( @ABDELAESPRIELLA )",https://x.com/UltimaHoraCR/status/2103183068429496562
62,2026-09-24 13:03,2026-09-24 18:03,@Logan6376,Psych,,1,2,0,Vicepresidente José Manuel Restrepo habla ante la Asamblea General de la ONU: las claves de su discurso,https://x.com/Logan6376/status/2103183449611812952
63,2026-09-24 13:04,2026-09-24 18:04,@lafm,La FM,,25,6,0,"#Internacional | “Son grupos terroristas”: el vicepresidente José Manuel Restrepo leyó ante la ONU un discurso del presidente Abelardo de la Espriella, en el que afirmó que las organizaciones que asesinan, secuestran, utilizan explosivos, reclutan menores y recurren",https://x.com/lafm/status/2103183910763130982
64,2026-09-24 13:05,2026-09-24 18:05,@ELTIEMPO,EL TIEMPO,,3,0,1,"En su discurso ante la ONU, el vicepresidente José Manuel Restrepo hizo un llamado a la corresponsabilidad global en la lucha contra el narcotráfico, el cual catalogó como un delito transnacional. ""Una amenaza trasnacional exige que la comunidad internacional haga su parte. La",https://x.com/ELTIEMPO/status/2103184041230934199
65,2026-09-24 13:05,2026-09-24 18:05,@NoticiasDCesar,Noticias del Cesar,,0,0,0,"El vicepresidente José Manuel Restrepo se reunió en Nueva York con el secretario general de Naciones Unidas, António Guterres, en el marco de la Asamblea General de la ONU.",https://x.com/NoticiasDCesar/status/2103184108965044633
66,2026-09-24 13:05,2026-09-24 18:05,@AsinomasDigo,Una Ciudadana Comúc,,0,0,0,Tocaba llevar a José Manuel Restrepo a la ONU para que nos explicará que era la Patria Milagro. Igual muy floja la intervención aunque entiendo que su fin realmente era atraer inversión. Ojalá funcione.,https://x.com/AsinomasDigo/status/2103184117776908789
67,2026-09-24 13:06,2026-09-24 18:06,@infobaecolombia,Infobae Colombia,,0,0,0,AHORA | El vicepresidente José Manuel Restrepo leyó discurso de Abelardo de la Espriella en Naciones Unidas con críticas al globalismo y a la misma ONU: “No busco complacer a nadie” https:// infob.ae/4ywYtWt,https://x.com/infobaecolombia/status/2103184290721001912
68,2026-09-24 13:06,2026-09-24 18:06,@Canal1_Col,Canal 1,,0,0,1,"#EnPunto | Durante su intervención ante la ONU, el vicepresidente José Manuel Restrepo expresó las críticas del Gobierno colombiano frente al funcionamiento de la organización y cuestionó si está cumpliendo de manera efectiva sus objetivos. Canal 1 Noticias, #1EnInformación",https://x.com/Canal1_Col/status/2103184315773288919
69,2026-09-24 13:06,2026-09-24 18:06,@CaracolRadio,Caracol Radio,,2,0,0,"#Política | EN VIVO: José Manuel Restrepo, vicepresidente de Colombia, habla ante la Asamblea General de la ONU",https://x.com/CaracolRadio/status/2103184365861671238
70,2026-09-24 13:06,2026-09-24 18:06,@Jorgevera_15,j,,0,0,0,El discurso de José Manuel Restrepo fue una cosa,https://x.com/Jorgevera_15/status/2103184375323955487
71,2026-09-24 13:07,2026-09-24 18:07,@NOTICIASEDL,NOTICIAS EDL,,0,0,0,"#POLÍTICA | 'Mi país es consecuente', dijo el vicepresidente José Manuel Restrepo en su discurso ante la Asamblea General de las Naciones Unidas y realizó una crítica constructiva a la entidad preguntando si se encuentra cumpliendo con la eficacia que le exigen al mundo actual.",https://x.com/NOTICIASEDL/status/2103184465405087828
72,2026-09-24 13:07,2026-09-24 18:07,@mapana1970,Patty,,1,1,0,"Qué diferencia de alocución del viceministro actual José Manuel Restrepo hoy y el adicto intergalactico en la ONU Se le retiraron al jefe de Israel cómo se le salían a Petro , ignorantes q no saben el terror de Gaza , viva Israel",https://x.com/mapana1970/status/2103184478738776396
73,2026-09-24 13:07,2026-09-24 18:07,@LaRazonCo,LA RAZÓN. CO,,0,0,0,"#Mundo | El vicepresidente de Colombia, José Manuel Restrepo, afirmó ante la ONU que el narcotráfico es una empresa transnacional cuyas rutas y redes superan las fronteras nacionales. Sostuvo que Colombia asumirá su responsabilidad en la lucha contra las drogas ilícitas, pero",https://x.com/LaRazonCo/status/2103184605524250855
74,2026-09-24 13:07,2026-09-24 18:07,@JoseAPorto,Jose Porto,,0,0,0,"¡Qué diferencia! Bravo a nuestro vicepresidente @jrestrp Jose Manuel Restrepo y al excelente discurso enviado por el Presidente @ABDELAESPRIELLA Abelardo de la Espriella. Claro, concreto, profundo y con una propuesta a toda la asamblea para la lucha contra el terrorismo.",https://x.com/JoseAPorto/status/2103184637061210482
75,2026-09-24 13:08,2026-09-24 18:08,@lafm,La FM,,5,0,1,"#Internacional | El vicepresidente José Manuel Restrepo pidió ante la ONU una mayor acción de la comunidad internacional para enfrentar el narcotráfico, al advertir que se trata de una amenaza transnacional que atraviesa fronteras y cuyas redes operan en numerosos países. “La",https://x.com/lafm/status/2103184789830619283
76,2026-09-24 13:08,2026-09-24 18:08,@VPITV,VPItv,,4,1,0,"José Manuel Restrepo, vicepresidente de Colombia, lee en la Asamblea General de la ONU un mensaje de Abelardo De La Espriella: ""Confiamos en una transición democrática en Venezuela. Pronta, segura y profunda"". Mira el discurso completo aquí: https:// youtube.com/live/_uXTAPrTq _s?si=zVxxOOSFAwKi_0vt …",https://x.com/VPITV/status/2103184846558282036
77,2026-09-24 13:09,2026-09-24 18:09,@SegundoLaVerdad,Primero Colombia,,0,0,0,"JOSE MANUEL RESTREPO ES EL MEJOR VICEPRESIDENTE DE COLOMBIA, LOS COLOMBIANOS LE PEDIMOS AL PRESIDENTE DE LA ESPRIELLA QUE CONSIDERE ASISTIR A REUNIONES IMPORTANTES FUERA DEL PAIS CONOCEMOS DE SU PROMESA PERO LOS COLOMBIANOS QUEREMOS QUE TAMBIÉN PUEDA ASISTIR A ESAS REUNIONES.",https://x.com/SegundoLaVerdad/status/2103185005987921966
78,2026-09-24 13:09,2026-09-24 18:09,@ELTIEMPO,EL TIEMPO,,6,0,0,"""A quienes desde cualquier lugar del mundo estén buscando dónde invertir, quiero invitarlos a que miren a Colombia. Es un país con acceso a dos océanos, tierras productivas, recursos energéticos, enorme biodiversidad (...) sobre todo, miren a nuestra gente"": vicepresidente José",https://x.com/ELTIEMPO/status/2103185062183264291
79,2026-09-24 13:10,2026-09-24 18:10,@JavierCastroM1,Javier Castro Medina,,0,0,0,"Coincido con lo expresado hoy por José Manuel Restrepo ante la ONU: Colombia necesita recuperar la confianza y atraer inversión. Celebro este cambio de discurso. El Estado debe crear las condiciones para que la empresa privada invierta, crezca y genere empleo.",https://x.com/JavierCastroM1/status/2103185195365183848
80,2026-09-24 13:10,2026-09-24 18:10,@infobaecolombia,Infobae Colombia,,0,0,0,El vicepresidente José Manuel Restrepo leyó discurso de Abelardo de la Espriella en Naciones Unidas con críticas al globalismo y a la misma ONU: “No busco complacer a nadie” https:// infobae.com/colombia/2026/ 09/24/el-vicepresidente-jose-manuel-restrepo-leyo-discurso-de-abelardo-de-la-espriella-en-naciones-unidas-con-criticas-al-globalismo-y-a-la-misma-onu-no-busco-complacer-a-nadie/,https://x.com/infobaecolombia/status/2103185234468458708
81,2026-09-24 13:10,2026-09-24 18:10,@Canal1_Col,Canal 1,,0,0,1,"#EnPunto | Durante su intervención ante la ONU, el vicepresidente José Manuel Restrepo afirmó que Colombia confía en una transición democrática, pronta, segura y profunda en Venezuela. Canal 1 Noticias, #1EnInformación",https://x.com/Canal1_Col/status/2103185236716872148
82,2026-09-24 13:10,2026-09-24 18:10,@ElInformador_SM,El Informador Santa Marta,,1,0,1,“El narcotráfico es una empresa transnacional”: José Manuel Restrepo ante la ONU. El vicepresidente de Colombia llevó el mensaje del Gobierno de Abelardo De La Espriella ante la Asamblea General de Naciones Unidas y habló sobre la lucha contra el narcotráfico y el,https://x.com/ElInformador_SM/status/2103185277107724752
83,2026-09-24 13:10,2026-09-24 18:10,@lafm,La FM,,3,0,1,"#Internacional | El vicepresidente José Manuel Restrepo, a nombre del presidente Abelardo de la Espriella, cuestionó ante la ONU la eficacia de la organización para responder a los problemas del mundo actual y planteó interrogantes sobre su funcionamiento, burocracia y uso de",https://x.com/lafm/status/2103185329511411873
84,2026-09-24 13:10,2026-09-24 18:10,@Portafolioco,Portafolio,,1,2,0,"José Manuel Restrepo en la ONU: 'a quienes estén buscando dónde invertir, invito que miren a Colombia' El vicepresidente representó al en la Asamblea General de las Naciones Unidos. Detalles",https://x.com/Portafolioco/status/2103185351560888429
85,2026-09-24 13:10,2026-09-24 18:10,@UltimaHoraCR,ÚltimaHoraCaracol,,4,1,1,"#POLÍTICA “Mi país quiere unas Naciones Unidas cuya eficacia se mida menos por el volumen de documentos que produce y mucho más por los resultados que consigue”, fue el mensaje que entregó el vicepresidente José Manuel Restrepo ( @jrestrp ) ante la Asamblea de la ONU. Dijo que los",https://x.com/UltimaHoraCR/status/2103185428887028060
86,2026-09-24 13:11,2026-09-24 18:11,@jaimepasaje26,El defensor de la ley y la justicia,,0,0,0,Magistral discurso leído por el vicepresidente José Manuel Restrepo enviado ante la ONU por el presidente Abelardo de la espriella. Aplausos! No creó que Aída quilcue hubiera sido capaz de leerlo. Ahí les va!,https://x.com/jaimepasaje26/status/2103185466346418671
87,2026-09-24 13:11,2026-09-24 18:11,@cbuelvas77,Carlos Buelvas,,0,0,0,Debieron dejar a Netanyahu para el final como el artista principal de un concierto. José Manuel Restrepo fue a hablarle a las sillas desocupadas en la ONU.,https://x.com/cbuelvas77/status/2103185503424327701
88,2026-09-24 13:11,2026-09-24 18:11,@NOTICIASEDL,NOTICIAS EDL,,0,0,0,"#POLÍTICA | El vicepresidente José Manuel Restrepo instó a las Naciones Unidas a redoblar los esfuerzos internacionales para combatir el narcotráfico, advirtiendo que se trata de una amenaza transnacional que traspasa fronteras y cuyas redes operan en diversos países.",https://x.com/NOTICIASEDL/status/2103185532776050984
89,2026-09-24 13:12,2026-09-24 18:12,@nmasunivision,N+ UNIVISION,,0,0,0,"#LiveBlog | El vicepresidente José Manuel Restrepo llevó ante la ONU el mensaje del presidente Abelardo de la Espriella, quien recordó a las víctimas del terremoto que golpeó Colombia durante los primeros días de su gobierno.",https://x.com/nmasunivision/status/2103185722823897449
90,2026-09-24 13:12,2026-09-24 18:12,@UniPolitica,Univision Política,,0,0,0,"#LiveBlog | El vicepresidente José Manuel Restrepo llevó ante la ONU el mensaje del presidente Abelardo de la Espriella, quien recordó a las víctimas del terremoto que golpeó Colombia durante los primeros días de su gobierno.",https://x.com/UniPolitica/status/2103185768248201269
91,2026-09-24 13:13,2026-09-24 18:13,@RevistaSemana,Revista Semana,,2,0,0,"""Colombia quiere unas Naciones Unidas cuya eficacia se mida menos por el volumen de documentos que se produce, y mucho más por los resultados que se consiguen"": vicepresidente José Manuel Restrepo en discurso de Gobierno ante la ONU. https:// semana.com/semana-tv/sema na-noticias/articulo/jose-manuel-restrepo-interviene-en-la-asamblea-general-de-la-onu/202615/ …",https://x.com/RevistaSemana/status/2103186043696505245
92,2026-09-24 13:14,2026-09-24 18:14,@NuFloMa,Gladiadora,,0,0,0,Acabo de escuchar el discurso de José Manuel Restrepo en la ONU No me emociona Me pareció falso e hipócrita Solicitan que se defina que es TERRORISMO y son son ALIADOS de Israel La coherencia en el Culo,https://x.com/NuFloMa/status/2103186215105380600
93,2026-09-24 13:14,2026-09-24 18:14,@lafm,La FM,,0,0,0,"#Internacional | Colombia cuestionó el uso político de los derechos humanos y pidió a las Naciones Unidas una defensa “seria, coherente y exigente con todos”. El vicepresidente José Manuel Restrepo expresó, además, confianza en una transición democrática “pronta, segura y",https://x.com/lafm/status/2103186365370290254
94,2026-09-24 13:15,2026-09-24 18:15,@ELTIEMPO,EL TIEMPO,,1,0,0,"""Confiamos en una transición democrática, pronta, segura y profunda en Venezuela"", señaló el vicepresidente José Manuel Restrepo en su discurso ante la ONU. Minuto a minuto: https:// eltiempo.com/politica/gobie rno/vicepresidente-jose-manuel-restrepo-habla-ante-la-asamblea-general-de-la-onu-las-claves-de-su-discurso-3588643 …",https://x.com/ELTIEMPO/status/2103186603577614688
95,2026-09-24 13:16,2026-09-24 18:16,@Portafolioco,Portafolio,,0,0,0,"En medio de su discurso ante la Asamblea General de las Naciones Unidas, el vicepresidente de Colombia, José Manuel Restrepo, se refirió a la tragedia ocurrida el 10 de agosto, por el terremoto en Chocó, que dejó miles de familias afectadas, así como las viviendas, hospitales,",https://x.com/Portafolioco/status/2103186884964823168
96,2026-09-24 13:17,2026-09-24 18:17,@duvanmarinm,Duvan Marin,,0,0,0,"Señores @Canal1_Col : no olviden que es José Manuel Restrepo, no José Manuel Respetro",https://x.com/duvanmarinm/status/2103187022206669185
97,2026-09-24 13:18,2026-09-24 18:18,@Journal_UN_ONU,Journal of the United Nations,,0,0,0,"H.E. José Manuel Restrepo, Vice President of the Republic of Colombia @UN #GeneralDebate Access the recording and transcript of the statemen",https://x.com/Journal_UN_ONU/status/2103187349165531168
98,2026-09-24 13:19,2026-09-24 18:19,@pulzo,Pulzo,,0,0,0,"""No pedimos que hagan por nosotros"": sablazo del Gobierno de De la Espriella a la ONU en su primer discurso",https://x.com/pulzo/status/2103187462377877789
99,2026-09-24 13:20,2026-09-24 18:20,@Portafolioco,Portafolio,,0,0,0,"El vicepresidente José Manuel Restrepo, ante las Naciones Unidas hizo una invitación a los inversionistas del mundo entero para ""que miren a",https://x.com/Portafolioco/status/2103187945733718108
100,2026-09-24 13:24,2026-09-24 18:24,@lafm,La FM,,0,0,0,#Internacional | El vicepresidente José Manuel Restrepo planteó ante la ONU la necesidad de avanzar hacia una definición internacional común,https://x.com/lafm/status/2103188874281329054
101,2026-09-24 13:25,2026-09-24 18:25,@LaRazonCo,LA RAZÓN. CO,,0,0,0,"#Mundo | Durante su intervención ante la Asamblea General de las Naciones Unidas, el vicepresidente José Manuel Restrepo cuestionó si la org",https://x.com/LaRazonCo/status/2103188973929578899
102,2026-09-24 13:25,2026-09-24 18:25,@lafm,La FM,,0,0,0,"#Internacional | “Reconocer las imperfecciones de una institución como esta no significa desconocer su valor. Puede ser, por el contrario, u",https://x.com/lafm/status/2103189035971702902
103,2026-09-24 13:25,2026-09-24 18:25,@UltimaHoraCR,ÚltimaHoraCaracol,,0,0,0,"#POLÍTICA En el discurso ante la Asamblea de la ONU, el vicepresidente José Manuel Restrepo ( @jrestrp ) rechazó que “los derechos humanos s",https://x.com/UltimaHoraCR/status/2103189040107270194
104,2026-09-24 13:25,2026-09-24 18:25,@UltimaHoraCR,ÚltimaHoraCaracol,,1,0,0,"#POLÍTICA En el discurso ante la Asamblea de la ONU, el vicepresidente José Manuel Restrepo ( @jrestrp ) rechazó que “los derechos humanos s",https://x.com/UltimaHoraCR/status/2103189086357832072
105,2026-09-24 13:25,2026-09-24 18:25,@ELIHARKONNEN,Diego Magín Mendoza Mendoza,,0,0,0,José Manuel Restrepo interviene en la Asamblea General de la ONU https:// youtube.com/live/p7YtFK0pE UA?si=7ra-cJZIQ8D8FjNG … a través de @Y,https://x.com/ELIHARKONNEN/status/2103189144881283174
106,2026-09-24 13:26,2026-09-24 18:26,@ElPaisAmericaCo,EL PAÍS América Colombia,,0,1,0,"El vicepresidente José Manuel Restrepo lee un discurso escrito por el presidente De la Espriella, que no ha viajado a la Asamblea General de",https://x.com/ElPaisAmericaCo/status/2103189325756187009
107,2026-09-24 13:27,2026-09-24 18:27,@NOTICIASEDL,NOTICIAS EDL,,0,0,0,"#POLÍTICA | El vicepresidente José Manuel Restrepo, rechazó que las Naciones Unidas sigan usándose 'como bandera que se levanta contra unos",https://x.com/NOTICIASEDL/status/2103189476054852009
108,2026-09-24 13:27,2026-09-24 18:27,@nmasunivision,N+ UNIVISION,,0,0,0,"#LiveBlog | “Confiamos en una transición democrática en Venezuela, pronta, segura y profunda”: el vicepresidente José Manuel Restrepo leyó a",https://x.com/nmasunivision/status/2103189481167728982
109,2026-09-24 13:27,2026-09-24 18:27,@UniPolitica,Univision Política,,0,0,0,"#LiveBlog | “Confiamos en una transición democrática en Venezuela, pronta, segura y profunda”: el vicepresidente José Manuel Restrepo leyó a",https://x.com/UniPolitica/status/2103189522791931969
110,2026-09-24 13:28,2026-09-24 18:28,@Juangg_Col,Juan F. Garzón,,0,0,0,"Como colombiano realmente me siento representado, en las palabras escritas de Abelardo y el desempeño, dicción y fluidez con la que habló Jo",https://x.com/Juangg_Col/status/2103189750374875424
111,2026-09-24 13:28,2026-09-24 18:28,@ELTIEMPO,EL TIEMPO,,1,0,0,"""Los Estados necesitamos más herramientas para combatir el terrorismo"": el llamado del vicepresidente José Manuel Restrepo en su discurso an",https://x.com/ELTIEMPO/status/2103189971385606179
112,2026-09-24 13:29,2026-09-24 18:29,@larepublica_co,Diario La República,,0,0,0,#Atento I El presidente Abelardo de la Espriella llamó al vicepresidente José Manuel Restrepo tan pronto finalizó su intervención ante la As,https://x.com/larepublica_co/status/2103189996433989829
113,2026-09-24 13:29,2026-09-24 18:29,@GOYECK,Alejandro Acevedo,,0,0,0,"Gracias Sr. Vicepresidente José Manuel Restrepo @jrestrp Excelente intervención, maravillosa representación de la delegación Colombiana, de",https://x.com/GOYECK/status/2103190158350647675
114,2026-09-24 13:30,2026-09-24 18:30,@kienyke,Kienyke,,1,0,0,"Durante su intervención en la Asamblea General de la ONU, ( @ONU_es ) el vicepresidente José Manuel Restrepo ( @jrestrp ) cuestionó la eficacia del organismo pa",https://x.com/kienyke/status/2103190258896765278
115,2026-09-24 13:30,2026-09-24 18:30,@elespectador,El Espectador,,1,0,0,El vicepresidente José Manuel Restrepo habló ante la Asamblea General con un discurso escrito por el presidente Abelardo de la Espriella. Esto dijo,https://x.com/elespectador/status/2103190311421817122
